GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Column1
URN:CornellLabOfOrnithology:EBIRD:OBS563337307,1/3/2018 16:14,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Maxwell AFB, Ala",L6657502,P,32.3849212,-86.3452243,1/2/2018,8:50:00 AM,obsr670353,S41567802,Traveling,P22,EBIRD,269,17.236,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566368573,1/11/2018 14:58,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,AL River Parkway,L6702678,P,32.4409011,-86.2897968,1/4/2018,9:30:00 AM,obsr231506,S41823602,Traveling,P22,EBIRD,22,2.414,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570796425,1/24/2018 15:50,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1955–2199 Mathews Rd, Pike Road US-AL (32.2699,-86.0308)",L6771008,P,32.269869,-86.030791,1/24/2018,2:10:00 PM,obsr665305,S42208618,Traveling,P22,EBIRD,6,2.625,,1,1,,0,1,0,,Driving and pausing at ponds,,
URN:CornellLabOfOrnithology:EBIRD:OBS563268463,1/3/2018 23:04,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,3:50:00 PM,obsr130801,S41561733,Traveling,P22,EBIRD,6,1.03,,2,1,G2836813,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758931,1/3/2018 23:04,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,3:50:00 PM,obsr665305,S41604213,Traveling,P22,EBIRD,6,1.03,,2,1,G2836813,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570780871,1/24/2018 14:46,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/5/2018,2:40:00 PM,obsr231506,S42207187,Stationary,P21,EBIRD,35,,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758702,1/3/2018 23:03,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Rudder Rd., Hope Hull",L982093,H,32.2531502,-86.3512194,1/2/2018,3:21:00 PM,obsr665305,S41604198,Traveling,P22,EBIRD,15,0.692,,2,1,G2836808,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563268808,1/3/2018 23:03,17672,species,Loggerhead Shrike,Lanius ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Rudder Rd., Hope Hull",L982093,H,32.2531502,-86.3512194,1/2/2018,3:21:00 PM,obsr130801,S41561759,Traveling,P22,EBIRD,15,0.692,,2,1,G2836808,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566017862,1/10/2018 12:51,396,species,Mallard,Anas platyrhynchos,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,331 Pond south of Southern Blvd,L6697488,P,32.3115094,-86.3070488,1/4/2018,11:25:00 AM,obsr231506,S41794892,Stationary,P21,EBIRD,2,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565823860,1/9/2018 17:02,396,species,Mallard,Anas platyrhynchos,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"10000–10126 Woodley Rd, Ramer US-AL (32.2196,-86.1786)",L6694508,P,32.219585,-86.178595,1/9/2018,3:52:00 PM,obsr665305,S41778168,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS568540421,1/20/2018 18:48,396,species,Mallard,Anas platyrhynchos,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/17/2018,3:36:00 PM,obsr35725,S42007257,Stationary,P21,EBIRD,11,,,1,1,,0,1,0,,Weather sunny and cold with a moderate NW wind over a snowy landscape; temp 29 F. Stopped along road noting all birds detected. With Ethan Soehren.,,
URN:CornellLabOfOrnithology:EBIRD:OBS569902376,1/21/2018 16:09,396,species,Mallard,Anas platyrhynchos,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"238 Mason Mill Rd, Pike Road US-AL (32.3353,-86.0396)",L6758938,P,32.335322,-86.0396,1/21/2018,3:01:00 PM,obsr665305,S42133977,Traveling,P22,EBIRD,8,0.419,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565027328,1/7/2018 13:11,396,species,Mallard,Anas platyrhynchos,,,8,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Lake Cameron,L2521696,H,32.350288,-86.0243332,1/7/2018,11:41:00 AM,obsr35725,S41711548,Traveling,P22,EBIRD,22,1.081,,1,1,,0,1,0,,"Weather filtered sunny through a thin overcast, breezy and cool; temp 48 F. Drove road along lakeshore stopping intermittently noting all birds detected.",,
URN:CornellLabOfOrnithology:EBIRD:OBS562779321,1/1/2018 16:43,396,species,Mallard,Anas platyrhynchos,,,6,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Lake Cameron,L2521696,H,32.350288,-86.0243332,1/1/2018,3:20:00 PM,obsr665305,S41520448,Traveling,P22,EBIRD,22,4.28,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570566476,1/23/2018 18:14,396,species,Mallard,Anas platyrhynchos,,,6,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Grassmere St, Montgomery US-AL (32.3120,-86.1813)",L6767923,P,32.311993,-86.181302,1/23/2018,5:04:00 PM,obsr665305,S42187693,Traveling,P22,EBIRD,9,1.326,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563384183,1/2/2018 22:12,396,species,Mallard,Anas platyrhynchos,,,14,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Zoo,L2303228,H,32.4193978,-86.2748623,1/2/2018,4:05:00 PM,obsr35725,S41571485,Stationary,P21,EBIRD,4,,,1,1,,0,1,0,,Montgomery CBC; weather mostly sunny and cold; temp mid 30s. Briefly stopped along the Northern Blvd viewing over the Montgomery Zoo pond noting all birds detected.,,
URN:CornellLabOfOrnithology:EBIRD:OBS570780874,1/24/2018 14:46,396,species,Mallard,Anas platyrhynchos,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/5/2018,2:40:00 PM,obsr231506,S42207187,Stationary,P21,EBIRD,35,,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756547,1/3/2018 22:54,396,species,Mallard,Anas platyrhynchos,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,7:40:00 AM,obsr665305,S41603994,Traveling,P22,EBIRD,14,1.191,,2,1,G2836757,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS615734249,5/11/2018 13:45,396,species,Mallard,Anas platyrhynchos,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1 Festival Dr, Montgomery US-AL (32.3524,-86.2115)",L6693253,P,32.35239,-86.211522,1/9/2018,11:41:00 AM,obsr665305,S41771889,Traveling,P22,EBIRD,26,3.127,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563337288,1/3/2018 16:14,396,species,Mallard,Anas platyrhynchos,,,10,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Maxwell AFB, Ala",L6657502,P,32.3849212,-86.3452243,1/2/2018,8:50:00 AM,obsr670353,S41567802,Traveling,P22,EBIRD,269,17.236,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566344001,1/11/2018 13:40,396,species,Mallard,Anas platyrhynchos,,,6,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,US-AL-Pike Road-36064 - 32.3376x-85.9999,L5804136,P,32.337622,-85.99994,1/11/2018,12:21:00 PM,obsr231506,S41821507,Traveling,P22,EBIRD,19,0.805,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563075366,1/3/2018 22:54,396,species,Mallard,Anas platyrhynchos,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"East McLean Rd., Hope Hull",L1070027,H,32.2373067,-86.3624096,1/2/2018,7:40:00 AM,obsr130801,S41544185,Traveling,P22,EBIRD,14,1.191,,2,1,G2836757,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570910447,1/24/2018 23:16,396,species,Mallard,Anas platyrhynchos,,,10,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,331 Pond south of Southern Blvd,L6697488,P,32.3115094,-86.3070488,1/5/2018,3:50:00 PM,obsr231506,S42218035,Stationary,P21,EBIRD,5,,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566304672,1/11/2018 11:32,402,domestic,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,,17,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1 Festival Dr, Montgomery US-AL (32.3525,-86.2122)",L6433332,P,32.352499,-86.212244,1/11/2018,10:19:00 AM,obsr665305,S41818329,Traveling,P22,EBIRD,12,2.611,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566307687,1/11/2018 11:41,402,domestic,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,,11,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"100 Museum Dr, Montgomery US-AL (32.3512,-86.2072)",L6701796,P,32.351214,-86.20725,1/11/2018,10:36:00 AM,obsr665305,S41818553,Traveling,P22,EBIRD,5,0.196,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565749421,5/11/2018 13:45,402,domestic,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,,20,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1 Festival Dr, Montgomery US-AL (32.3524,-86.2115)",L6693253,P,32.35239,-86.211522,1/9/2018,11:41:00 AM,obsr665305,S41771889,Traveling,P22,EBIRD,26,3.127,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756364,1/3/2018 22:53,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Rudder Rd., Hope Hull",L982093,H,32.2531502,-86.3512194,1/2/2018,6:59:00 AM,obsr665305,S41603974,Traveling,P22,EBIRD,34,1.062,,2,1,G2836752,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563070433,1/3/2018 22:53,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Rudder Rd., Hope Hull",L982093,H,32.2531502,-86.3512194,1/2/2018,6:59:00 AM,obsr130801,S41543738,Traveling,P22,EBIRD,34,1.062,,2,1,G2836752,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS562819492,1/1/2018 17:47,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"(32.3064,-85.9954) Barganier Road",L6649784,P,32.306446,-85.995435,1/1/2018,4:39:00 PM,obsr665305,S41524075,Traveling,P22,EBIRD,6,1.522,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756629,1/3/2018 22:54,5015,species,Mourning Dove,Zenaida macroura,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr665305,S41603999,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563333651,1/3/2018 22:54,5015,species,Mourning Dove,Zenaida macroura,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr130801,S41567526,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS572389319,1/29/2018 10:39,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home,L5282730,P,32.3804326,-86.2308741,1/29/2018,9:29:00 AM,obsr665305,S42338251,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,Sun porch exercise bike 54 degrees sunny ,,
URN:CornellLabOfOrnithology:EBIRD:OBS570566477,1/23/2018 18:14,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Grassmere St, Montgomery US-AL (32.3120,-86.1813)",L6767923,P,32.311993,-86.181302,1/23/2018,5:04:00 PM,obsr665305,S42187693,Traveling,P22,EBIRD,9,1.326,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563085723,1/2/2018 9:30,5015,species,Mourning Dove,Zenaida macroura,,,12,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Powder Magazine Park,L662313,H,32.3819367,-86.3316554,1/2/2018,7:18:00 AM,obsr670353,S41545128,Traveling,P22,EBIRD,71,3.042,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563148346,1/9/2018 21:46,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Bankhead Ave,L6654172,P,32.3488616,-86.2892284,1/2/2018,10:40:00 AM,obsr130801,S41550556,Traveling,P22,EBIRD,23,2.189,,2,1,G2836779,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS569612122,1/20/2018 21:34,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/18/2018,1:30:00 PM,obsr940190,S42111395,Stationary,P21,EBIRD,30,,,13,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565883203,1/9/2018 20:29,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/9/2018,9:05:00 AM,obsr940190,S41783254,Stationary,P21,EBIRD,40,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757534,1/9/2018 21:46,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Bankhead Ave,L6654172,P,32.3488616,-86.2892284,1/2/2018,10:40:00 AM,obsr665305,S41604088,Traveling,P22,EBIRD,23,2.189,,2,1,G2836779,0,1,0,,Montgomery AL Christmas Bird Count,,
URN:CornellLabOfOrnithology:EBIRD:OBS570064710,1/21/2018 22:58,5015,species,Mourning Dove,Zenaida macroura,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/21/2018,10:25:00 AM,obsr940190,S42146876,Stationary,P21,EBIRD,35,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS573616609,5/1/2018 13:28,5015,species,Mourning Dove,Zenaida macroura,,,7,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Pelzer AVE,L6811785,P,32.389025,-86.2544239,1/30/2018,9:00:00 AM,obsr1013387,S42440448,Stationary,P21,EBIRD,420,,,1,1,,0,1,0,,Back Yard Feeder,,
URN:CornellLabOfOrnithology:EBIRD:OBS570438144,1/23/2018 9:48,5015,species,Mourning Dove,Zenaida macroura,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home,L5282730,P,32.3804326,-86.2308741,1/23/2018,8:38:00 AM,obsr665305,S42176903,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,Sun porch exercise bike 46 degrees sunny ,,
URN:CornellLabOfOrnithology:EBIRD:OBS570204093,1/22/2018 13:06,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Montgomery, AL  36117, Montgomery US-AL (32.3710,-86.1814)",L6762834,P,32.37105,-86.181377,1/22/2018,11:48:00 AM,obsr665305,S42157936,Traveling,P22,EBIRD,19,3.427,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563755676,1/3/2018 22:50,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1421-1699 Hyundai Boulevard, Montgomery, Alabama, US (32.277, -86.332)",L6653229,P,32.2768029,-86.3321075,1/2/2018,6:16:00 AM,obsr665305,S41603914,Stationary,P21,EBIRD,2,,,2,1,G2836748,0,1,0,,Barn Owl attempt,,
URN:CornellLabOfOrnithology:EBIRD:OBS570795962,1/24/2018 15:48,5015,species,Mourning Dove,Zenaida macroura,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"2767–3095 Flowers Rd, Mathews US-AL (32.2558,-86.0013)",L6770998,P,32.255774,-86.001265,1/24/2018,2:22:00 PM,obsr665305,S42208558,Traveling,P22,EBIRD,8,2.228,,1,1,,0,1,0,,Driving and pausing ,,
URN:CornellLabOfOrnithology:EBIRD:OBS563087657,1/3/2018 22:50,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1421-1699 Hyundai Boulevard, Montgomery, Alabama, US (32.277, -86.332)",L6653229,P,32.2768029,-86.3321075,1/2/2018,6:16:00 AM,obsr130801,S41545272,Stationary,P21,EBIRD,2,,,2,1,G2836748,0,1,0,,Barn Owl attempt,,
URN:CornellLabOfOrnithology:EBIRD:OBS565036954,1/7/2018 13:31,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/7/2018,12:14:00 PM,obsr35725,S41712398,Stationary,P21,EBIRD,15,,,1,1,,0,1,0,,Weather filtered sun through thin overcast and cool; temp 50 F. Stopped along road with scope noting all birds detected.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563461709,1/3/2018 8:32,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Oakwood Cemetery,L1056773,H,32.3863037,-86.2927365,1/2/2018,4:18:00 PM,obsr228192,S41578261,Traveling,P22,EBIRD,20,0.521,,3,1,G2833086,0,1,0,,Montgomery CBC; weather mostly clear with some thin cirrus clouds and cold; temp 37 F. Walked portion of cemetery noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563289271,1/2/2018 22:08,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Oakwood Cemetery,L1056773,H,32.3863037,-86.2927365,1/2/2018,4:18:00 PM,obsr35725,S41563695,Traveling,P22,EBIRD,20,0.521,,3,1,G2833086,0,1,0,,Montgomery CBC; weather mostly clear with some thin cirrus clouds and cold; temp 37 F. Walked portion of cemetery noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563063163,1/3/2018 22:52,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Fischer Rd,L6652815,P,32.2619956,-86.3541642,1/2/2018,6:38:00 AM,obsr130801,S41543067,Traveling,P22,EBIRD,21,1.609,,2,1,G2836750,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570986326,1/26/2018 8:08,5015,species,Mourning Dove,Zenaida macroura,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"6687–7007 Old Pike Rd, Pike Road US-AL (32.2624,-86.0808)",L6773728,P,32.262419,-86.080831,1/25/2018,8:42:00 AM,obsr610490,S42224471,Traveling,P22,EBIRD,20,1.609,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563383266,1/2/2018 22:08,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Oakwood Cemetery,L1056773,H,32.3863037,-86.2927365,1/2/2018,4:18:00 PM,obsr136097,S41571410,Traveling,P22,EBIRD,20,0.521,,3,1,G2833086,0,1,0,,Montgomery CBC; weather mostly clear with some thin cirrus clouds and cold; temp 37 F. Walked portion of cemetery noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563269016,1/3/2018 23:03,5015,species,Mourning Dove,Zenaida macroura,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Fischer Rd,L6652815,P,32.2619956,-86.3541642,1/2/2018,3:11:00 PM,obsr130801,S41561775,Traveling,P22,EBIRD,5,0.692,,2,1,G2836807,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756197,1/3/2018 22:52,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Fischer Rd,L6652815,P,32.2619956,-86.3541642,1/2/2018,6:38:00 AM,obsr665305,S41603953,Traveling,P22,EBIRD,21,1.609,,2,1,G2836750,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758646,1/3/2018 23:03,5015,species,Mourning Dove,Zenaida macroura,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Fischer Rd,L6652815,P,32.2619956,-86.3541642,1/2/2018,3:11:00 PM,obsr665305,S41604194,Traveling,P22,EBIRD,5,0.692,,2,1,G2836807,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS565766624,1/9/2018 13:58,5015,species,Mourning Dove,Zenaida macroura,,,7,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"744–770 Meriwether Rd, Pike Road US-AL (32.2698,-86.1584)",L6693571,P,32.269805,-86.158432,1/9/2018,12:42:00 PM,obsr665305,S41773315,Traveling,P22,EBIRD,15,2.764,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570561123,1/23/2018 17:51,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"700–742 Meriwether Rd, Pike Road US-AL (32.2705,-86.1608)",L6767837,P,32.270485,-86.160754,1/23/2018,4:40:00 PM,obsr665305,S42187210,Traveling,P22,EBIRD,11,1.901,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563253799,1/2/2018 16:22,5015,species,Mourning Dove,Zenaida macroura,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"3818-4200 Washington Ferry Road, Montgomery, Alabama, US (32.393, -86.389)",L6656182,P,32.3929102,-86.3889303,1/2/2018,1:38:00 PM,obsr670353,S41560404,Traveling,P22,EBIRD,104,5.761,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS571304134,1/30/2018 13:00,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"stakeout Tundra Swan, Pike Rd. (2018)",L6769689,H,32.262883,-86.081086,1/26/2018,7:39:00 AM,obsr136097,S42251701,Stationary,P21,EBIRD,5,,,1,1,,0,1,0,,31 F,,
URN:CornellLabOfOrnithology:EBIRD:OBS566773056,1/12/2018 22:25,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/12/2018,1:10:00 PM,obsr940190,S41855815,Stationary,P21,EBIRD,35,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570702335,1/25/2018 18:40,5015,species,Mourning Dove,Zenaida macroura,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"stakeout Tundra Swan, Pike Rd. (2018)",L6769689,H,32.262883,-86.081086,1/24/2018,8:10:00 AM,obsr35725,S42198226,Stationary,P21,EBIRD,23,,,2,1,G2891508,0,1,0,,Weather sunny with some thin high cirrus clouds and cold; temp 37 F. Follow up of reported TUSW noting all birds detected during visit.,,
URN:CornellLabOfOrnithology:EBIRD:OBS570751856,1/25/2018 18:40,5015,species,Mourning Dove,Zenaida macroura,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"stakeout Tundra Swan, Pike Rd. (2018)",L6769689,H,32.262883,-86.081086,1/24/2018,8:10:00 AM,obsr231506,S42204338,Stationary,P21,EBIRD,23,,,2,1,G2891508,0,1,0,,Weather sunny with some thin high cirrus clouds and cold; temp 37 F. Follow up of reported TUSW noting all birds detected during visit.,,
URN:CornellLabOfOrnithology:EBIRD:OBS570796426,1/24/2018 15:50,5015,species,Mourning Dove,Zenaida macroura,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"1955–2199 Mathews Rd, Pike Road US-AL (32.2699,-86.0308)",L6771008,P,32.269869,-86.030791,1/24/2018,2:10:00 PM,obsr665305,S42208618,Traveling,P22,EBIRD,6,2.625,,1,1,,0,1,0,,Driving and pausing at ponds,,
